x	y
90.1011545043595	11.1660865673313
90.0814412576457	11.4794196512421
90.022612407181	11.7878112852434
89.9255957190801	12.086397949043
89.7919212044691	12.3704707525856
89.6236969902968	12.6355496980625
89.423576072913	12.877454332153
89.1947144787312	13.0923696742708
88.940721491807	13.2769063810863
88.6656027332722	13.4281541984963
88.3736969902968	13.5437278580692
88.0696077908238	13.621804694153
87.7581308031828	13.661153388402
87.4441782055362	13.661153388402
87.1327012178952	13.621804694153
86.8286120184221	13.5437278580692
86.5367062754468	13.4281541984963
86.261587516912	13.2769063810863
86.0075945299877	13.0923696742708
85.7787329358059	12.877454332153
85.5786120184221	12.6355496980625
85.4103878042498	12.3704707525856
85.2767132896388	12.086397949043
85.1796966015379	11.7878112852434
85.1208677510733	11.4794196512421
85.1011545043595	11.1660865673313
85.1208677510733	10.8527534834205
85.1796966015379	10.5443618494192
85.2767132896388	10.2457751856196
85.4103878042498	9.96170238207701
85.5786120184221	9.69662343660012
85.7787329358059	9.45471880250958
86.0075945299877	9.23980346039183
86.261587516912	9.05526675357626
86.5367062754468	8.90401893616625
86.8286120184221	8.78844527659342
87.1327012178952	8.71036844050958
87.4441782055362	8.67101974626062
87.7581308031828	8.67101974626062
88.0696077908238	8.71036844050958
88.3736969902968	8.78844527659342
88.6656027332722	8.90401893616625
88.940721491807	9.05526675357626
89.1947144787312	9.23980346039183
89.423576072913	9.45471880250958
89.6236969902968	9.69662343660012
89.7919212044691	9.96170238207701
89.9255957190801	10.2457751856196
90.022612407181	10.5443618494192
90.0814412576457	10.8527534834205
