x	y
-21.5650033850568	18.5278579190026
-21.5847166317706	18.8411910029133
-21.6435454822352	19.1495826369147
-21.7405621703362	19.4481693007142
-21.8742366849472	19.7322421042568
-22.0424608991195	19.9973210497337
-22.2425818165033	20.2392256838243
-22.4714434106851	20.454141025942
-22.7254363976093	20.6386777327576
-23.0005551561441	20.7899255501676
-23.2924608991195	20.9054992097404
-23.5965500985925	20.9835760458243
-23.9080270862335	21.0229247400732
-24.2219796838801	21.0229247400732
-24.5334566715211	20.9835760458243
-24.8375458709942	20.9054992097404
-25.1294516139695	20.7899255501676
-25.4045703725043	20.6386777327576
-25.6585633594285	20.454141025942
-25.8874249536104	20.2392256838243
-26.0875458709942	19.9973210497337
-26.2557700851665	19.7322421042568
-26.3894445997775	19.4481693007142
-26.4864612878784	19.1495826369147
-26.545290138343	18.8411910029133
-26.5650033850568	18.5278579190026
-26.545290138343	18.2145248350918
-26.4864612878784	17.9061332010904
-26.3894445997775	17.6075465372909
-26.2557700851665	17.3234737337483
-26.0875458709942	17.0583947882714
-25.8874249536104	16.8164901541808
-25.6585633594285	16.6015748120631
-25.4045703725043	16.4170381052475
-25.1294516139695	16.2657902878375
-24.8375458709942	16.1502166282647
-24.5334566715211	16.0721397921808
-24.2219796838801	16.0327910979319
-23.9080270862335	16.0327910979319
-23.5965500985925	16.0721397921808
-23.2924608991195	16.1502166282647
-23.0005551561441	16.2657902878375
-22.7254363976093	16.4170381052475
-22.4714434106851	16.6015748120631
-22.2425818165033	16.8164901541808
-22.0424608991195	17.0583947882714
-21.8742366849472	17.3234737337483
-21.7405621703362	17.6075465372909
-21.6435454822352	17.9061332010904
-21.5847166317706	18.2145248350918
