x	y
-21.3119745002374	-9.85306426645167
-21.3316877469512	-9.53973118254091
-21.3905165974158	-9.23133954853953
-21.4875332855168	-8.93275288473998
-21.6212078001277	-8.64868008119738
-21.7894320143	-8.38360113572049
-21.9895529316839	-8.14169650162995
-22.2184145258657	-7.9267811595122
-22.4724075127899	-7.74224445269663
-22.7475262713247	-7.59099663528662
-23.0394320143	-7.47542297571379
-23.3435212137731	-7.39734613962995
-23.6549982014141	-7.35799744538099
-23.9689507990607	-7.35799744538099
-24.2804277867017	-7.39734613962995
-24.5845169861748	-7.47542297571379
-24.8764227291501	-7.59099663528662
-25.1515414876849	-7.74224445269663
-25.4055344746091	-7.9267811595122
-25.6343960687909	-8.14169650162995
-25.8345169861748	-8.38360113572049
-26.0027412003471	-8.64868008119738
-26.136415714958	-8.93275288473998
-26.233432403059	-9.23133954853953
-26.2922612535236	-9.53973118254091
-26.3119745002374	-9.85306426645167
-26.2922612535236	-10.1663973503624
-26.233432403059	-10.4747889843638
-26.136415714958	-10.7733756481634
-26.0027412003471	-11.057448451706
-25.8345169861748	-11.3225273971829
-25.6343960687909	-11.5644320312734
-25.4055344746091	-11.7793473733911
-25.1515414876849	-11.9638840802067
-24.8764227291501	-12.1151318976167
-24.5845169861748	-12.2307055571896
-24.2804277867017	-12.3087823932734
-23.9689507990607	-12.3481310875224
-23.6549982014141	-12.3481310875224
-23.3435212137731	-12.3087823932734
-23.0394320143	-12.2307055571896
-22.7475262713247	-12.1151318976167
-22.4724075127899	-11.9638840802067
-22.2184145258657	-11.7793473733911
-21.9895529316839	-11.5644320312734
-21.7894320143	-11.3225273971829
-21.6212078001277	-11.057448451706
-21.4875332855168	-10.7733756481634
-21.3905165974158	-10.4747889843638
-21.3316877469512	-10.1663973503624
