x	y
-20.7160562219656	4.42646494651542
-20.7357694686794	4.73979803042618
-20.794598319144	5.04818966442756
-20.8916150072449	5.34677632822712
-21.0252895218559	5.63084913176971
-21.1935137360282	5.89592807724661
-21.393634653412	6.13783271133715
-21.6224962475938	6.3527480534549
-21.8764892345181	6.53728476027046
-22.1516079930529	6.68853257768047
-22.4435137360282	6.80410623725331
-22.7476029355013	6.88218307333715
-23.0590799231423	6.9215317675861
-23.3730325207889	6.9215317675861
-23.6845095084299	6.88218307333715
-23.9885987079029	6.80410623725331
-24.2805044508782	6.68853257768047
-24.5556232094131	6.53728476027046
-24.8096161963373	6.3527480534549
-25.0384777905191	6.13783271133715
-25.2385987079029	5.89592807724661
-25.4068229220752	5.63084913176971
-25.5404974366862	5.34677632822712
-25.6375141247871	5.04818966442756
-25.6963429752518	4.73979803042619
-25.7160562219656	4.42646494651542
-25.6963429752518	4.11313186260466
-25.6375141247871	3.80474022860329
-25.5404974366862	3.50615356480373
-25.4068229220752	3.22208076126114
-25.2385987079029	2.95700181578424
-25.0384777905191	2.7150971816937
-24.8096161963373	2.50018183957595
-24.5556232094131	2.31564513276039
-24.2805044508782	2.16439731535037
-23.9885987079029	2.04882365577754
-23.6845095084299	1.9707468196937
-23.3730325207889	1.93139812544475
-23.0590799231423	1.93139812544475
-22.7476029355013	1.9707468196937
-22.4435137360282	2.04882365577754
-22.1516079930529	2.16439731535037
-21.8764892345181	2.31564513276039
-21.6224962475938	2.50018183957595
-21.393634653412	2.7150971816937
-21.1935137360282	2.95700181578424
-21.0252895218559	3.22208076126113
-20.8916150072449	3.50615356480373
-20.794598319144	3.80474022860329
-20.7357694686794	4.11313186260466
