x	y
-7.92542609592191	13.0173465049589
-7.94513934263572	13.3306795888697
-8.00396819310033	13.6390712228711
-8.10098488120128	13.9376578866706
-8.23465939581225	14.2217306902132
-8.40288360998454	14.4868096356901
-8.60300452736838	14.7287142697807
-8.83186612155019	14.9436296118984
-9.08585910847442	15.128166318714
-9.36097786700923	15.279414136124
-9.65288360998454	15.3949877956968
-9.9569728094576	15.4730646317807
-10.2684497970986	15.5124133260296
-10.5824023947452	15.5124133260296
-10.8938793823862	15.4730646317807
-11.1979685818593	15.3949877956968
-11.4898743248346	15.279414136124
-11.7649930833694	15.128166318714
-12.0189860702936	14.9436296118984
-12.2478476644754	14.7287142697807
-12.4479685818593	14.4868096356901
-12.6161927960316	14.2217306902132
-12.7498673106425	13.9376578866706
-12.8468839987435	13.6390712228711
-12.9057128492081	13.3306795888697
-12.9254260959219	13.0173465049589
-12.9057128492081	12.7040134210482
-12.8468839987435	12.3956217870468
-12.7498673106425	12.0970351232472
-12.6161927960316	11.8129623197046
-12.4479685818593	11.5478833742277
-12.2478476644754	11.3059787401372
-12.0189860702936	11.0910633980195
-11.7649930833694	10.9065266912039
-11.4898743248346	10.7552788737939
-11.1979685818593	10.639705214221
-10.8938793823862	10.5616283781372
-10.5824023947452	10.5222796838883
-10.2684497970986	10.5222796838883
-9.9569728094576	10.5616283781372
-9.65288360998454	10.639705214221
-9.36097786700923	10.7552788737939
-9.08585910847442	10.9065266912039
-8.83186612155019	11.0910633980195
-8.60300452736838	11.3059787401372
-8.40288360998454	11.5478833742277
-8.23465939581225	11.8129623197046
-8.10098488120128	12.0970351232472
-8.00396819310033	12.3956217870468
-7.94513934263572	12.7040134210482
