0	32.7544986334
10	24.3072429557
20	13.9524353592
30	6.3926058106
40	2.8590664614
50	1.6511924336
60	1.1116431562
70	0.8450008062
80	0.7373756275
90	0.5892414396
100	0.5467339795
110	0.5107613077
120	0.4959513488
130	0.4977175469
140	0.4726687198
150	0.5152647224
160	0.5448610132
170	0.5745913432
180	0.5811069165
190	0.6041273182
200	0.6434038509
210	0.6729160874
220	0.6783834031
230	0.7045275555
240	0.7283946470
250	0.7554205162
260	0.7295052948
270	0.6673527951
280	0.6609705707
290	0.6332035938
300	0.6004684797
310	0.5713559105
320	0.5661605638
330	0.5452707039
340	0.5480289429
350	0.5491562634
360	0.5280359130
370	0.5330016067
380	0.5191370987
390	0.5237242012
400	0.5352417532
